id,transformers,date_id,month,is_weekend,time,L1,L2,L3,L4,L5,L6,y
M2_D00263_05_30,M2,D00263,1,0,5:30,46.8262,41.3617,4.9155,15.3299,11.2854,1.2424,8.0467
M2_D00263_06_00,M2,D00263,1,0,6:00,48.0411,43.1039,4.915,14.7431,11.2185,1.2153,8.0468
M2_D00263_06_30,M2,D00263,1,0,6:30,43.4336,38.7483,4.1799,12.4395,9.1406,1.2424,7.7176
M2_D00263_07_00,M2,D00263,1,0,7:00,39.9155,35.1292,5.4371,9.6333,6.5542,1.2209,7.608
M2_D00263_07_30,M2,D00263,1,0,7:30,42.6798,37.9973,4.7176,10.4291,7.2511,1.2318,7.6079
M2_D00263_08_00,M2,D00263,1,0,8:00,45.6117,41.4958,3.9985,12.7333,9.3688,0.7787,7.7173
M2_D00263_08_30,M2,D00263,1,0,8:30,50.512,46.8301,3.9981,15.8329,12.1562,0.6933,8.3766
M2_D00263_09_00,M2,D00263,1,0,9:00,51.9361,48.6799,2.7191,16.7956,13.0411,0.6186,9.1459
M2_D00263_09_30,M2,D00263,1,0,9:30,50.0938,46.4949,3.3266,15.7482,12.0356,1.3433,10.0248
M2_D00263_10_00,M2,D00263,1,0,10:00,45.863,42.4737,3.3212,12.2724,9.221,0.6452,11.3429
M2_D00263_10_30,M2,D00263,1,0,10:30,43.8947,40.3831,2.7082,11.5182,8.5377,1.2632,12.6613
M2_D00263_11_00,M2,D00263,1,0,11:00,43.0988,39.8336,2.7085,11.1412,8.2702,0.6077,14.309000000000001
M2_D00263_11_30,M2,D00263,1,0,11:30,47.4547,44.2299,3.3748,12.6915,9.4495,0.6078,15.9572
M2_D00263_12_00,M2,D00263,1,0,12:00,49.4654,46.0795,4.041,14.575999999999999,11.366,0.6077,17.055999999999997
M2_D00263_12_30,M2,D00263,1,0,12:30,51.3085,47.6473,3.9872,15.707,12.1565,0.6077,17.6055
M2_D00263_13_00,M2,D00263,1,0,13:00,51.2243,47.9158,2.3883,16.1255,12.6791,0.0004,18.1547
M2_D00263_13_30,M2,D00263,1,0,13:30,50.1774,46.9374,2.9965,16.0831,12.4653,1.2366,19.2535
M2_D00263_14_00,M2,D00263,1,0,14:00,49.7165,46.3739,3.6045,15.707,12.21,0.6395,20.0225
M2_D00263_14_30,M2,D00263,1,0,14:30,49.4233,46.2803,2.991,15.8321,12.505,1.2584,20.1324
M2_D00263_15_00,M2,D00263,1,0,15:00,49.8836,46.6154,2.986,15.8743,12.1834,1.2474,19.9124
M2_D00263_15_30,M2,D00263,1,0,15:30,50.6799,47.6336,2.3674,16.8796,13.3226,0.619,19.4731
M2_D00263_16_00,M2,D00263,1,0,16:00,52.3974,49.0012,3.6683,17.1309,13.2287,0.6667,18.814
M2_D00263_16_30,M2,D00263,1,0,16:30,53.4444,49.2693,3.6683,17.3403,13.0277,1.3331,17.7152
M2_D00263_17_00,M2,D00263,1,0,17:00,53.9049,49.2828,4.9264,16.9211,12.7462,1.2154,16.7262
M2_D00263_17_30,M2,D00263,1,0,17:30,55.0361,50.9045,4.1958,17.089000000000002,12.9741,1.2369,15.8475
M2_D00263_18_00,M2,D00263,1,0,18:00,55.7896,50.6363,4.6911,17.5498,13.1889,1.2794,15.0787
M2_D00263_18_30,M2,D00263,1,0,18:30,51.3496,46.0526,4.6913,15.3719,11.3389,1.2793,14.5291
M2_D00263_19_00,M2,D00263,1,0,19:00,50.9309,46.641999999999996,4.6912,14.9114,11.0976,1.2792,14.0895
M2_D00263_19_30,M2,D00263,1,0,19:30,53.1093,49.0148,4.6914,15.5392,11.7145,0.6397,13.7596
M2_D00263_20_00,M2,D00263,1,0,20:00,55.3288,51.1721,4.0512,17.256,13.1352,0.6079,13.5402
M2_D00263_20_30,M2,D00263,1,0,20:30,56.6276,52.016999999999996,3.9392,18.0104,13.6175,1.3224,13.3205
M2_D00263_21_00,M2,D00263,1,0,21:00,56.2086,51.3466,4.4564,17.5917,13.1486,1.3224,13.1009
M2_D00263_21_30,M2,D00263,1,0,21:30,55.6219,50.2345,4.4565,17.4241,12.8002,1.4073,13.1005
M2_D00263_22_00,M2,D00263,1,0,22:00,54.6587,49.7114,4.4565,17.5912,13.0547,1.2154,13.1008
M2_D00263_22_30,M2,D00263,1,0,22:30,50.3454,45.7041,4.4561,16.0838,12.2237,1.2154,12.880999999999998
M2_D00263_23_00,M2,D00263,1,0,23:00,50.1354,45.2346,4.4564,15.9582,11.9424,1.3272,12.7709
M2_D00263_23_30,M2,D00263,1,0,23:30,48.0412,44.7395,3.5829,15.1203,11.862,0.0001,12.6614
M2_D00264_00_00,M2,D00264,4,1,0:00,0.0005,45.9455,0.0003,-9.3819,0.0004,-31.4618,26.5287
M2_D00264_00_30,M2,D00264,4,1,0:30,0.0001,45.9453,0.0005,-9.3818,0.0004,-31.4616,26.089000000000002
M2_D00264_01_00,M2,D00264,4,1,1:00,0.0001,45.9453,0.0002,-9.3819,0.0002,-31.4619,25.5402
M2_D00264_01_30,M2,D00264,4,1,1:30,0.0,45.9454,0.0004,-9.3818,0.0001,-31.4618,25.1003
M2_D00264_02_00,M2,D00264,4,1,2:00,0.0004,45.9451,0.0001,-9.3817,0.0002,-31.4616,24.4415
M2_D00264_02_30,M2,D00264,4,1,2:30,0.0003,45.9452,0.0004,-9.3815,0.0005,-31.4615,24.0015
M2_D00264_03_00,M2,D00264,4,1,3:00,0.0003,45.9453,0.0001,-9.3816,0.0,-31.4617,23.6721
M2_D00264_03_30,M2,D00264,4,1,3:30,0.0004,45.9452,0.0004,-9.3818,0.0002,-31.4615,23.3426
M2_D00264_04_00,M2,D00264,4,1,4:00,0.0001,45.9454,0.0001,-9.3817,0.0002,-31.4618,23.0131
M2_D00264_04_30,M2,D00264,4,1,4:30,0.0001,45.9454,0.0003,-9.3816,0.0002,-31.4619,22.6831
M2_D00264_05_00,M2,D00264,4,1,5:00,0.0005,45.9452,0.0003,-9.3817,0.0005,-31.4616,22.4634
M2_D00264_05_30,M2,D00264,4,1,5:30,0.0005,45.9454,0.0004,-9.4658,0.0004,-31.462,22.2441
M2_D00264_06_00,M2,D00264,4,1,6:00,0.0004,45.9452,0.0,-9.4658,0.0002,-31.4618,22.0244
M2_D00264_06_30,M2,D00264,4,1,6:30,0.0004,45.9452,0.0005,-9.4659,0.0002,-31.4616,21.9141
M2_D00264_07_00,M2,D00264,4,1,7:00,0.0004,45.945,0.0003,-9.4657,0.0002,-31.4619,22.1339
M2_D00264_07_30,M2,D00264,4,1,7:30,0.0005,45.9451,0.0004,-9.4656,0.0002,-31.4615,23.4523
M2_D00264_08_00,M2,D00264,4,1,8:00,0.0005,45.9454,0.0001,-9.4657,0.0003,-31.4618,25.2105
M2_D00264_08_30,M2,D00264,4,1,8:30,0.0002,45.9455,0.0004,-9.3396,0.0,-31.4618,26.7481
M2_D00264_09_00,M2,D00264,4,1,9:00,0.0004,45.9455,0.6719,-8.9629,0.0001,-31.4617,28.5064
M2_D00264_09_30,M2,D00264,4,1,9:30,0.0002,45.9451,2.7191,-8.6282,0.0004,-31.4616,30.8134
M2_D00264_10_00,M2,D00264,4,1,10:00,0.0002,45.9452,2.7191,-8.1665,0.0001,-31.4618,33.2298
M2_D00264_10_30,M2,D00264,4,1,10:30,0.0004,45.9451,2.7193,-8.1246,0.0001,-31.4617,35.4276
M2_D00264_11_00,M2,D00264,4,1,11:00,0.0002,45.9453,2.7194,-8.293,0.0001,-31.4618,37.5151
M2_D00264_11_30,M2,D00264,4,1,11:30,0.0004,45.9452,2.7193,-8.1669,0.0003,-31.4615,39.0532
M2_D00264_12_00,M2,D00264,4,1,12:00,0.0002,45.9453,2.7191,-8.2927,0.0005,-31.4616,40.4813
M2_D00264_12_30,M2,D00264,4,1,12:30,42.8479,42.2328,0.0005,0.0002,10.6154,-31.4617,41.3601
M2_D00264_13_00,M2,D00264,4,1,13:00,42.8058,42.3804,0.0004,0.0002,10.977,-31.4619,42.7878
M2_D00264_13_30,M2,D00264,4,1,13:30,45.3606,40.1152,5.5014,2.6808,7.1439,-31.4618,44.2166
M2_D00264_14_00,M2,D00264,4,1,14:00,47.5389,42.3667,4.8671,2.6386,7.5728,-31.4619,45.6446
M2_D00264_14_30,M2,D00264,4,1,14:30,46.0306,40.7852,5.4805,4.9841,9.9718,-31.4615,46.3042
M2_D00264_15_00,M2,D00264,4,1,15:00,45.8633,40.7854,5.3313,5.0263,9.7842,-31.4619,46.5236
M2_D00264_15_30,M2,D00264,4,1,15:30,45.6116,41.4418,4.5847,5.2357,10.8564,-31.4619,46.0843
M2_D00264_16_00,M2,D00264,4,1,16:00,48.0828,42.7016,5.3313,5.906000000000001,10.709000000000001,-31.4615,44.8757
M2_D00264_16_30,M2,D00264,4,1,16:30,43.8528,38.5068,5.3315,2.2617,9.1142,-31.4615,43.8872
M2_D00264_17_00,M2,D00264,4,1,17:00,47.9153,42.3266,5.4697,5.1938,9.9588,-31.4619,43.0081
M2_D00264_17_30,M2,D00264,4,1,17:30,47.3712,41.4018,5.608,5.4869,9.8378,-31.4616,42.1293
M2_D00264_18_00,M2,D00264,4,1,18:00,48.669,43.9345,4.6593,6.3247,11.2052,-31.4617,41.1403
M2_D00264_18_30,M2,D00264,4,1,18:30,48.7951,43.6134,5.1605,6.66,11.3122,-31.4617,39.8221
M2_D00264_19_00,M2,D00264,4,1,19:00,47.832,42.178999999999995,5.0697,5.2358,9.919,-31.4617,38.2838
M2_D00264_19_30,M2,D00264,4,1,19:30,49.5073,43.7475,5.6722,6.2413,10.7357,-31.4618,37.0757
M2_D00264_20_00,M2,D00264,4,1,20:00,50.051,44.2967,4.9903,7.1204,11.5267,-31.4616,36.1964
M2_D00264_20_30,M2,D00264,4,1,20:30,50.0935,44.3504,5.9172,7.079,11.5003,-31.4617,35.3173
M2_D00264_21_00,M2,D00264,4,1,21:00,48.0412,41.0403,6.5675,6.4087,10.3205,-31.4618,34.8781
M2_D00264_21_30,M2,D00264,4,1,21:30,46.4499,40.6913,5.8636,5.6129,10.4413,-31.4617,34.219
M2_D00264_22_00,M2,D00264,4,1,22:00,47.9151,41.6433,5.9384,6.7851,10.9097,-31.4617,33.7792
M2_D00264_22_30,M2,D00264,4,1,22:30,47.2036,41.2141,5.9285,5.7384,10.1329,-31.4615,33.3401
M2_D00264_23_00,M2,D00264,4,1,23:00,45.6538,40.2222,5.2991,5.5707,10.4007,-31.4618,33.0106
M2_D00264_23_30,M2,D00264,4,1,23:30,44.5228,39.4852,5.2992,5.5709,10.5887,-31.462,32.6812
M2_D00266_00_00,M2,D00266,7,0,0:00,45.6535,42.5137,2.4634,15.9584,13.1888,0.0002,39.7605
M2_D00266_00_30,M2,D00266,7,0,0:30,45.7373,42.4336,2.4632,16.2094,13.349,0.0005,39.4314
M2_D00266_01_00,M2,D00266,7,0,1:00,45.2767,42.68899999999999,2.5275,16.3349,13.6845,0.0004,39.3215
M2_D00266_01_30,M2,D00266,7,0,1:30,41.7589,39.5922,2.5914,14.575999999999999,12.3305,0.0,38.9917
M2_D00266_02_00,M2,D00266,7,0,2:00,44.1045,40.9462,2.5911,16.0839,13.335999999999999,0.0004,38.8816
M2_D00266_02_30,M2,D00266,7,0,2:30,44.6487,41.8441,2.5912,16.1671,13.3096,0.6347,38.8816
M2_D00266_03_00,M2,D00266,7,0,3:00,41.8842,40.3293,1.9033,14.8685,12.8671,0.0002,38.662
M2_D00266_03_30,M2,D00266,7,0,3:30,43.6854,41.067,2.5274,15.8324,13.4167,0.0004,38.4428
M2_D00266_04_00,M2,D00266,7,0,4:00,43.7688,40.7585,2.5269999999999997,15.8326,13.1887,0.0002,38.4429
M2_D00266_04_30,M2,D00266,7,0,4:30,43.7691,41.2272,2.5271,15.7487,13.349,0.0003,38.223
M2_D00266_05_00,M2,D00266,7,0,5:00,43.643,41.174,2.5273,15.4972,13.1755,0.0002,38.0034
M2_D00266_05_30,M2,D00266,7,0,5:30,42.8058,40.8122,2.5269999999999997,15.2879,12.9336,0.0002,37.8932
M2_D00266_06_00,M2,D00266,7,0,6:00,45.4863,43.1711,2.5273,16.4608,14.0462,0.0003,37.783
M2_D00266_06_30,M2,D00266,7,0,6:30,44.1878,42.4739,2.5273,16.084,13.6712,0.0002,37.8932
M2_D00266_07_00,M2,D00266,7,0,7:00,43.643,41.6296,2.5272,15.7906,13.5237,0.0001,38.1129
M2_D00266_07_30,M2,D00266,7,0,7:30,39.2872,37.9836,1.2633,12.482000000000001,10.7093,0.0002,38.5523
M2_D00266_08_00,M2,D00266,7,0,8:00,40.3347,39.4047,0.0002,13.3613,11.6472,0.0001,38.9917
M2_D00266_08_30,M2,D00266,7,0,8:30,44.2298,42.9696,1.4185,15.6229,13.3495,0.0003,39.3219
M2_D00266_09_00,M2,D00266,7,0,9:00,45.1934,43.7203,1.4184,16.0418,13.7782,0.0001,39.6508
M2_D00266_09_30,M2,D00266,7,0,9:30,45.6118,44.4572,1.3169,15.6226,13.5642,0.0004,40.3107
M2_D00266_10_00,M2,D00266,7,0,10:00,44.6068,43.5327,0.6239,14.4088,12.4648,0.0002,41.1892
M2_D00266_10_30,M2,D00266,7,0,10:30,46.5751,45.3554,1.2153,14.8271,12.8267,0.0001,42.6173
M2_D00266_11_00,M2,D00266,7,0,11:00,48.7533,47.5268,1.2261,16.6702,14.3681,0.0002,44.3752
M2_D00266_11_30,M2,D00266,7,0,11:30,51.1406,50.0602,0.0002,18.1359,15.6681,0.0003,45.6938
M2_D00266_12_00,M2,D00266,7,0,12:00,51.5177,50.7033,0.0004,18.0103,15.5341,0.0001,45.693999999999996
M2_D00266_12_30,M2,D00266,7,0,12:30,51.2244,50.3819,0.0003,18.4714,16.0033,0.0003,44.375
M2_D00266_13_00,M2,D00266,7,0,13:00,51.2661,50.0731,0.6076,18.8905,16.2982,0.0004,43.2765
M2_D00266_13_30,M2,D00266,7,0,13:30,49.549,48.6656,0.0004,18.6383,16.3249,0.0001,42.8365
M2_D00266_14_00,M2,D00266,7,0,14:00,50.7216,49.4972,1.2207,19.6021,16.9148,0.0005,42.727
M2_D00266_14_30,M2,D00266,7,0,14:30,45.5282,44.4044,1.2151,16.4189,13.98,0.0003,42.2876
M2_D00266_15_00,M2,D00266,7,0,15:00,47.748000000000005,46.5754,1.2263,17.4242,14.9576,0.0005,42.0681
M2_D00266_15_30,M2,D00266,7,0,15:30,50.1352,49.0014,1.2371,18.5966,15.8156,0.0004,42.2877
M2_D00266_16_00,M2,D00266,7,0,16:00,52.1877,50.6761,1.2373,19.6021,16.7003,0.0002,43.2769
M2_D00266_16_30,M2,D00266,7,0,16:30,51.6434,50.3012,0.6186,18.8061,16.0167,0.0001,43.826
M2_D00266_17_00,M2,D00266,7,0,17:00,52.2297,50.4624,1.2473,19.0577,16.0969,0.0002,44.2656
M2_D00266_17_30,M2,D00266,7,0,17:30,50.5542,48.3044,1.2473,17.8007,14.8777,0.0001,44.5949
M2_D00266_18_00,M2,D00266,7,0,18:00,53.6951,51.0784,2.5692,19.2673,16.0571,0.0002,44.5946
M2_D00266_18_30,M2,D00266,7,0,18:30,52.4808,49.7923,2.5694,18.8064,15.6148,0.0003,43.9358
M2_D00266_19_00,M2,D00266,7,0,19:00,48.7952,46.2404,2.5694,16.0838,12.9609,0.0,43.3863
M2_D00266_19_30,M2,D00266,7,0,19:30,48.9206,47.7817,1.3224,15.7909,14.3412,0.0001,42.7271
M2_D00266_20_00,M2,D00266,7,0,20:00,50.6385,48.0763,2.5373,16.2512,13.3626,0.0004,42.1781
M2_D00266_20_30,M2,D00266,7,0,20:30,53.0252,49.9665,2.5374,19.2246,15.8826,0.0005,41.7385
M2_D00266_21_00,M2,D00266,7,0,21:00,52.8575,49.5508,2.5373,18.764,15.2797,0.0002,41.1894
M2_D00266_21_30,M2,D00266,7,0,21:30,47.7476,45.5298,1.8554,16.1673,13.6715,0.0002,40.8598
M2_D00266_22_00,M2,D00266,7,0,22:00,50.5963,47.5538,2.4732,17.9683,14.9712,0.0002,40.6398
M2_D00266_22_30,M2,D00266,7,0,22:30,49.7589,47.1784,1.9457,17.8426,14.8101,0.0002,40.3104
M2_D00266_23_00,M2,D00266,7,0,23:00,48.6279,45.6907,2.6332,17.173,14.1267,0.0003,40.2007
M2_D00266_23_30,M2,D00266,7,0,23:30,45.0251,42.9035,2.6332,15.5809,13.3899,0.0001,39.7609
M2_D00273_00_00,M2,D00273,3,0,0:00,41.4238,39.6326,1.4073,12.5651,10.3741,0.0001,16.8359
M2_D00273_00_30,M2,D00273,3,0,0:30,43.8948,42.2591,1.7596,14.5337,12.1568,0.0002,16.8359
M2_D00273_01_00,M2,D00273,3,0,1:00,42.8476,40.9997,1.4933,14.2825,11.8615,0.0003,16.8356
M2_D00273_01_30,M2,D00273,3,0,1:30,43.5595,41.6698,1.7701,14.4923,12.1296,0.0003,16.5064
M2_D00273_02_00,M2,D00273,3,0,2:00,40.1674,38.2254,1.3114,13.4031,11.1518,0.0005,16.2871
M2_D00273_02_30,M2,D00273,3,0,2:30,43.56,41.8174,1.6206,14.1566,11.7414,0.0005,15.847999999999999
M2_D00273_03_00,M2,D00273,3,0,3:00,42.6384,40.6911,1.9303,13.8639,11.6737,0.0001,15.6279
M2_D00273_03_30,M2,D00273,3,0,3:30,39.2451,37.1534,1.9566,12.3565,10.1735,0.0002,15.2984
M2_D00273_04_00,M2,D00273,3,0,4:00,42.4288,40.7585,1.9832,13.7381,11.607000000000001,0.0004,15.0783
M2_D00273_04_30,M2,D00273,3,0,4:30,39.5806,37.9438,1.9407,12.6491,10.4548,0.0003,15.0783
M2_D00273_05_00,M2,D00273,3,0,5:00,41.2557,39.3912,1.5839,13.1939,11.0442,0.0002,15.1885
M2_D00273_05_30,M2,D00273,3,0,5:30,40.9206,39.0026,1.2695,12.4818,10.2674,0.0002,15.0788
M2_D00273_06_00,M2,D00273,3,0,6:00,43.0569,41.4153,0.8904,13.0681,10.9101,0.0002,15.0786
M2_D00273_06_30,M2,D00273,3,0,6:30,43.9369,41.9919,1.3653,12.8585,10.5487,0.0001,15.0786
M2_D00273_07_00,M2,D00273,3,0,7:00,45.0256,42.7152,1.3596,13.4032,10.83,0.0004,15.0786
M2_D00273_07_30,M2,D00273,3,0,7:30,39.9572,38.3461,1.2901,10.2616,8.1764,0.0,14.9689
M2_D00273_08_00,M2,D00273,3,0,8:00,42.0939,40.9727,1.2742,10.5553,8.605,0.0001,14.8586
M2_D00273_08_30,M2,D00273,3,0,8:30,45.5702,44.1627,1.2318,13.1099,10.696,0.0,15.4082
M2_D00273_09_00,M2,D00273,3,0,9:00,45.3187,44.2696,1.2471,13.8639,11.5268,0.0003,15.6276
M2_D00273_09_30,M2,D00273,3,0,9:30,45.9889,44.8999,1.2475,13.11,11.0573,0.0001,15.7379
M2_D00273_10_00,M2,D00273,3,0,10:00,42.596000000000004,41.5891,0.6716,11.2253,9.1276,0.0005,16.0672
M2_D00273_10_30,M2,D00273,3,0,10:30,44.3138,43.1709,1.311,11.5602,9.3154,0.0002,16.1771
M2_D00273_11_00,M2,D00273,3,0,11:00,48.7112,47.5808,0.6189,13.9476,11.5265,0.0003,16.616
M2_D00273_11_30,M2,D00273,3,0,11:30,47.9156,46.8567,0.6396,13.8636,11.6207,0.0003,16.8361
M2_D00273_12_00,M2,D00273,3,0,12:00,49.1305,47.9963,0.6189,14.3241,12.0625,0.0001,17.0556
M2_D00273_12_30,M2,D00273,3,0,12:30,48.7118,47.4463,0.6669,14.8272,12.2372,0.0001,17.3854
M2_D00273_13_00,M2,D00273,3,0,13:00,47.7898,46.7628,0.6453,14.5756,12.1295,0.0003,17.4954
M2_D00273_13_30,M2,D00273,3,0,13:30,48.3346,47.2452,0.0003,14.9106,12.5183,0.0002,17.4954
M2_D00273_14_00,M2,D00273,3,0,14:00,49.424,48.3041,0.6133,16.1255,13.4702,0.0004,17.7152
M2_D00273_14_30,M2,D00273,3,0,14:30,48.4181,47.3124,0.6452,15.2883,12.8936,0.0002,17.7153
M2_D00273_15_00,M2,D00273,3,0,15:00,48.963,47.9555,0.0003,15.5391,12.8936,0.0001,17.7151
M2_D00273_15_30,M2,D00273,3,0,15:30,51.4338,50.1672,0.6076,16.8794,13.8986,0.0003,17.7152
M2_D00273_16_00,M2,D00273,3,0,16:00,52.7323,51.2799,1.3169,17.172,14.2074,0.0003,17.4953
M2_D00273_16_30,M2,D00273,3,0,16:30,51.5592,49.6984,1.9778,16.1671,13.2421,0.0003,17.3853
M2_D00273_17_00,M2,D00273,3,0,17:00,51.5592,49.792,1.306,15.8741,13.0147,0.0002,17.2753
M2_D00273_17_30,M2,D00273,3,0,17:30,53.7792,50.9576,2.6553,16.7543,13.2016,0.0005,16.9458
M2_D00273_18_00,M2,D00273,3,0,18:00,52.1878,50.2741,1.9991,16.0835,13.1751,0.0003,16.7263
M2_D00273_18_30,M2,D00273,3,0,18:30,52.7323,50.3681,2.282,16.6701,13.5643,0.0,16.6165
M2_D00273_19_00,M2,D00273,3,0,19:00,48.6277,46.9239,1.2472,14.1151,11.6339,0.0004,16.6168
M2_D00273_19_30,M2,D00273,3,0,19:30,48.7115,47.3794,1.9243,14.0735,11.7007,0.0002,16.7266
M2_D00273_20_00,M2,D00273,3,0,20:00,50.5129,48.0495,2.5374,14.9109,11.9287,0.0004,16.8364
M2_D00273_20_30,M2,D00273,3,0,20:30,48.8368,46.306999999999995,2.6761,14.4083,11.4733,0.0001,16.8363
M2_D00273_21_00,M2,D00273,3,0,21:00,49.7582,47.0044,2.6764,15.2043,12.0495,0.0003,16.8363
M2_D00273_21_30,M2,D00273,3,0,21:30,51.0988,49.0411,1.9194,16.5444,13.6984,0.0001,16.6164
M2_D00273_22_00,M2,D00273,3,0,22:00,49.2144,46.6686,2.6231,16.2097,13.2294,0.0005,16.3967
M2_D00273_22_30,M2,D00273,3,0,22:30,49.6749,47.7281,2.6392,16.5442,13.6308,0.0002,16.5063
M2_D00273_23_00,M2,D00273,3,0,23:00,49.0044,47.0173,1.9464,16.5442,13.7655,0.0001,16.6162
M2_D00273_23_30,M2,D00273,3,0,23:30,46.8682,44.6186,2.5482,16.0835,13.2154,0.0001,16.616
M2_D00276_00_00,M2,D00276,11,1,0:00,26.5545,21.7669,5.4483,8.3773,5.5494,2.7081,19.9737
M2_D00276_00_30,M2,D00276,11,1,0:30,26.5547,21.8204,4.8139,8.5444,5.5891,2.7083,19.5342
M2_D00276_01_00,M2,D00276,11,1,1:00,25.3402,21.0829,4.4139,8.0003,5.3617,2.0951,19.3144
M2_D00276_01_30,M2,D00276,11,1,1:30,26.3868,21.4855,4.6274,8.419,5.5356,1.4821,19.0948
M2_D00276_02_00,M2,D00276,11,1,2:00,25.2562,19.9975,4.6274,7.414,4.3832,1.4823,18.6552
M2_D00276_02_30,M2,D00276,11,1,2:30,25.0045,20.1982,5.2244,7.7073,4.946000000000001,1.4823,18.4356
M2_D00276_03_00,M2,D00276,11,1,3:00,23.9165,19.9172,4.6754,6.9955,4.6641,1.4821,18.2155
M2_D00276_03_30,M2,D00276,11,1,3:30,25.2148,19.7162,5.3627,7.6654,4.6107,1.4823,17.8856
M2_D00276_04_00,M2,D00276,11,1,4:00,24.9212,20.3059,4.7021,7.6231,4.8923,1.4821,17.5565
M2_D00276_04_30,M2,D00276,11,1,4:30,25.0468,20.4261,4.7024,7.6233,5.1333,2.1115,17.3366
M2_D00276_05_00,M2,D00276,11,1,5:00,27.1832,21.8336,4.7022,8.7116,5.8841,2.74,17.1166
M2_D00276_05_30,M2,D00276,11,1,5:30,28.0206,22.7181,4.7023,9.0051,5.9107,2.74,16.8969
M2_D00276_06_00,M2,D00276,11,1,6:00,26.7221,22.4233,4.6543,8.0422,5.6698,2.0418,16.6776
M2_D00276_06_30,M2,D00276,11,1,6:30,28.0625,22.9727,5.267,8.6285,5.8169,1.3433,16.4575
M2_D00276_07_00,M2,D00276,11,1,7:00,28.6075,23.107,5.8102,8.9212,5.9514,2.6555,16.3478
M2_D00276_07_30,M2,D00276,11,1,7:30,28.9837,23.3748,5.81,8.6286,5.8978,2.6553,16.5674
M2_D00276_08_00,M2,D00276,11,1,8:00,28.1461,23.8575,4.5842,9.005,6.2191,2.6552,17.7761
M2_D00276_08_30,M2,D00276,11,1,8:30,27.0993,24.34,3.2939999999999996,8.3774,6.4338,0.6077,19.4242
M2_D00276_09_00,M2,D00276,11,1,9:00,28.1465,25.3581,2.7138,9.2149,7.3852,0.0001,21.4014
M2_D00276_09_30,M2,D00276,11,1,9:30,28.2302,25.2649,3.3692,9.089,6.9291,1.2529,23.3793
M2_D00276_10_00,M2,D00276,11,1,10:00,28.4815,25.9754,2.7455,8.9632,6.9832,0.6077,25.026999999999997
M2_D00276_10_30,M2,D00276,11,1,10:30,29.0678,26.6589,2.1321,9.005,7.0505,1.2262,26.8946
M2_D00276_11_00,M2,D00276,11,1,11:00,28.9,26.4977,2.1323,8.6286,6.5008,1.4711,28.5428
M2_D00276_11_30,M2,D00276,11,1,11:30,26.9738,24.4738,2.7451,7.1621,5.4552,0.0002,30.1907
M2_D00276_12_00,M2,D00276,11,1,12:00,26.8061,23.4283,3.3581,7.3719,5.267,1.392,30.8495
M2_D00276_12_30,M2,D00276,11,1,12:30,25.8842,23.0666,3.3584,7.4973,5.5757,1.5463,31.9484
M2_D00276_13_00,M2,D00276,11,1,13:00,27.0994,23.9776,3.3583,8.7959,6.4339,1.4295,33.9262
M2_D00276_13_30,M2,D00276,11,1,13:30,27.8114,24.0854,3.3585,8.7537,6.0181,1.4291,35.2438
M2_D00276_14_00,M2,D00276,11,1,14:00,25.7173,23.1066,3.3584,6.8272,4.8651,1.4291,35.9035
M2_D00276_14_30,M2,D00276,11,1,14:30,27.0154,23.522,3.3582,7.8324,5.3882,1.4293,36.4528
M2_D00276_15_00,M2,D00276,11,1,15:00,28.3978,24.4736,3.3585,7.7065,5.2142,1.4291,36.2331
M2_D00276_15_30,M2,D00276,11,1,15:30,28.5647,25.0101,3.3581,8.0839,5.455,1.4293,35.794000000000004
M2_D00276_16_00,M2,D00276,11,1,16:00,29.8213,25.0769,3.9872,8.0836,4.9319999999999995,1.4292,35.1343
M2_D00276_16_30,M2,D00276,11,1,16:30,31.162,25.761,5.8321,8.2092,4.7985,2.6765,34.2553
M2_D00276_17_00,M2,D00276,11,1,17:00,33.2975,26.6989,5.8107,8.5447,4.571000000000001,2.6761,32.7175
M2_D00276_17_30,M2,D00276,11,1,17:30,31.8323,27.3823,4.8671,7.8743,5.0526,2.0686,31.2892
M2_D00276_18_00,M2,D00276,11,1,18:00,33.1301,27.0872,5.3523,8.3351,4.7718,2.0847,29.750999999999998
M2_D00276_18_30,M2,D00276,11,1,18:30,33.1302,27.4092,5.064,8.7956,5.4819,2.7082,28.3233
M2_D00276_19_00,M2,D00276,11,1,19:00,32.4187,26.8869,5.1867,8.8379,5.5224,2.7083,26.8946
M2_D00276_19_30,M2,D00276,11,1,19:30,32.0417,26.6186,5.0321,8.2934,5.0134,2.7081,25.7964
M2_D00276_20_00,M2,D00276,11,1,20:00,31.4968,26.2966,5.6402,7.7486,4.5974,2.7085,24.6974
M2_D00276_20_30,M2,D00276,11,1,20:30,31.7902,25.8413,5.6401,7.6652,4.0876,2.7082,24.0384
M2_D00276_21_00,M2,D00276,11,1,21:00,30.4919,25.3851,4.9795,7.4971,4.4497,2.7083,23.3795
M2_D00276_21_30,M2,D00276,11,1,21:30,29.3607,24.4201,5.6081,7.287999999999999,4.3026,2.7081,22.8299
M2_D00276_22_00,M2,D00276,11,1,22:00,30.9524,25.5191,5.6083,8.8799,5.6028,2.7082,22.3904
M2_D00276_22_30,M2,D00276,11,1,22:30,30.0727,24.4465,5.6081,9.0471,5.562,2.7081,21.9509
